,Crespo,Espinillo,Gazano,Hernandez,Inta,Termas,Viale
Crespo,1.0,0.3103448275862069,0.1935483870967742,0.17142857142857143,0.24,0.16666666666666666,0.20833333333333334
Espinillo,0.3103448275862069,1.0,0.24242424242424243,0.25,0.20689655172413793,0.25806451612903225,0.2222222222222222
Gazano,0.1935483870967742,0.24242424242424243,1.0,0.1891891891891892,0.4166666666666667,0.22580645161290322,0.18518518518518517
Hernandez,0.17142857142857143,0.25,0.1891891891891892,1.0,0.22580645161290322,0.05,0.125
Inta,0.24,0.20689655172413793,0.4166666666666667,0.22580645161290322,1.0,0.23076923076923078,0.18181818181818182
Termas,0.16666666666666666,0.25806451612903225,0.22580645161290322,0.05,0.23076923076923078,1.0,0.36363636363636365
Viale,0.20833333333333334,0.2222222222222222,0.18518518518518517,0.125,0.18181818181818182,0.36363636363636365,1.0
