,Crespo,Espinillo,Gazano,Hernandez,Inta,Termas,Viale
Crespo,1.0,0.2692307692307692,0.3,0.16279069767441862,0.3103448275862069,0.36,0.28125
Espinillo,0.2692307692307692,1.0,0.21052631578947367,0.20512820512820512,0.20689655172413793,0.2916666666666667,0.22580645161290322
Gazano,0.3,0.21052631578947367,1.0,0.05263157894736842,0.12,0.2631578947368421,0.14814814814814814
Hernandez,0.16279069767441862,0.20512820512820512,0.05263157894736842,1.0,0.18181818181818182,0.23076923076923078,0.25
Inta,0.3103448275862069,0.20689655172413793,0.12,0.18181818181818182,1.0,0.2857142857142857,0.34375
Termas,0.36,0.2916666666666667,0.2631578947368421,0.23076923076923078,0.2857142857142857,1.0,0.39285714285714285
Viale,0.28125,0.22580645161290322,0.14814814814814814,0.25,0.34375,0.39285714285714285,1.0
